Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID
,3,8,130,7,5,260,,,,141.747,141.827,162.156,162.173,161.858,161.941,NA,NA,126.284,126.436,162.194,162.33,154.722,161.842,161.941,162.001,
,,,,,1,168,,,,142.803,152.563,,,,,,,137.563,137.827,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,7,492,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,4,8,172,2,4,262,,,,NA,NA,228.453,229.141,228.261,228.293,NA,NA,NA,NA,NA,NA,229.285,230.253,NA,NA,
,,,,,5,1528,,,,,,,,229.168,229.261,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,5,8,240,6,8,199,,,,286.552,286.577,NA,NA,284.848,285.28,286.577,286.664,285.28,286.552,234.997,235.876,266.578,266.962,251.595,265.098,
,,,,,6,325,,,,,,,,,,,,,,265.457,266.433,280.313,280.409,,,
,,,,,7,426,,,,,,,,,,,,,,281.521,284.536,280.673,280.907,,,
,,,,,3,588,,,,,,,,,,,,,,,,284.698,284.813,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,6,2,297,2,1,1004,,,,291.958,305.794,305.794,312.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,7,2,321,2,2,302,,,,345.756,346.556,340.94,342.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,8,8,356,5,5,542,,,,387.473,387.835,387.835,389.187,NA,NA,389.37,389.786,365.972,367.227,367.227,367.339,389.305,389.37,387.177,387.202,
,,,,,6,333,,,,,,,,,,,,367.354,367.738,386.177,386.289,,,,,
,,,,,8,1027,,,,,,,,,,,,377.714,386.121,386.609,386.657,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,9,8,399,2,6,1283,,,,NA,NA,434.925,435.926,436.133,436.661,NA,NA,NA,NA,408.752,408.984,435.926,435.998,NA,NA,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,10,2,445,2,2,421,,,,464.435,464.795,455.604,455.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,,,459.515,460.148,,,,,,,,,,,,,
,,,,,,,,,,,,460.215,463.804,,,,,,,,,,,,,
,,,,,,,,,,,,463.835,463.939,,,,,,,,,,,,,
32,1,8,0,3,5,451,547,random,,25.074,26.222,14.467,17.222,29.038,41.322,27.472,29.038,11.226,14.355,48.082,48.274,41.402,43.002,18.173,25.074,A2SY4E7MRC15MM
,,,,,2,203,,,,,,,,47.049,48.05,44.673,46.105,,,,,43.267,44.673,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,,,,,7,229,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,2,8,51,2,4,204,,,,NA,NA,98.77,98.874,NA,NA,82.235,82.811,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,7,1203,,,,,,99.194,100.29,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,3,8,125,6,7,492,,,,166.213,166.286,NA,NA,176.317,176.444,155.141,155.94,153.874,155.141,155.94,163.624,127.394,138.972,138.972,148.484,
,,,,,8,176,,,,,,,,,,,,,,167.076,167.564,148.533,150.589,151.624,153.873,
,,,,,5,260,,,,,,,,,,,,,,167.598,170.828,,,,,
,,,,,4,171,,,,,,,,,,,,,,174.332,175.227,,,,,
,,,,,6,482,,,,,,,,,,,,,,175.268,175.957,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,4,8,179,5,3,466,,,,270.007,271.574,NA,NA,205.508,210.424,256.607,259.956,210.424,235.691,235.691,241.59,241.59,255.239,259.956,265.939,
,,,,,5,1528,,,,,,,,,,265.979,266.333,,,,,,,268.539,270.007,
,,,,,6,3146,,,,,,,,,,268.363,268.475,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,5,8,274,7,7,426,,,,329.14,329.892,NA,NA,306.224,312.708,NA,NA,312.708,316.691,317.191,329.14,276.014,297.674,NA,NA,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,6,2,335,2,2,312,,,,337.462,364.941,366.612,366.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1004,,,,366.457,366.589,366.98,367.708,,,,,,,,,,,,,
,,,,,,,,,,367.788,368.196,367.724,367.764,,,,,,,,,,,,,
,7,2,371,2,1,739,,,,402.176,404.325,404.325,407.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,,,407.901,408.781,,,,,,,,,,,,,
,8,2,411,2,1,835,,,,429.042,439.173,455.558,458.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,450.804,455.558,459.074,460.309,,,,,,,,,,,,,
,,,,,,,,,,458.861,459.074,460.645,461.461,,,,,,,,,,,,,
,,,,,,,,,,,,461.468,469.36,,,,,,,,,,,,,
,9,2,472,1,1,708,,,,473.813,488.643,489.376,496.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,1394,,,,496.193,503.559,503.559,511.943,,,,,,,,,,,,,
,,,,,,,,,,511.943,512.51,514.19,514.447,,,,,,,,,,,,,
,,,,,,,,,,513.094,513.847,,,,,,,,,,,,,,,
,10,2,517,1,1,1713,,,,519.19,530.792,530.792,535.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,421,,,,535.776,537.259,543.318,543.437,,,,,,,,,,,,,
,,,,,,,,,,537.557,543.318,,,,,,,,,,,,,,,
33,1,2,0,2,1,219,550,random,,8.581,20.053,48.351,49.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1S34BUFNQ33SQ
,,,,,2,203,,,,64.145,64.56,64.842,66.224,,,,,,,,,,,,,
,,,,,,,,,,85.663,85.741,,,,,,,,,,,,,,,
,2,2,158,2,2,439,,,,292.212,292.227,283.525,292.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,3,2,295,2,2,139,,,,337.349,337.604,337.993,339.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,168,,,,339.715,339.949,,,,,,,,,,,,,,,
,4,8,340,6,7,2010,,,,NA,NA,382.06,382.451,NA,NA,NA,NA,NA,NA,382.973,384.095,NA,NA,NA,NA,
,,,,,5,1528,,,,,,384.502,385.713,,,,,,,386.146,387.358,,,,,
,,,,,1,1490,,,,,,391.499,391.59,,,,,,,396.736,397.729,,,,,
,,,,,8,131,,,,,,392.402,396.355,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,5,8,401,8,8,199,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.909,445.22,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,6,2,452,1,1,1004,,,,462.419,462.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,312,,,,463.242,463.758,,,,,,,,,,,,,,,
,,,,,,,,,,465.142,466.871,,,,,,,,,,,,,,,
,,,,,,,,,,466.898,466.924,,,,,,,,,,,,,,,
,7,8,469,8,8,2848,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.92,479.629,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,8,8,488,8,7,108,,,,NA,NA,513.868,514.184,NA,NA,NA,NA,499.81,499.903,NA,NA,NA,NA,506.458,506.9,
,,,,,3,105,,,,,,,,,,,,500.393,501.605,,,,,507.585,508.162,
,,,,,6,333,,,,,,,,,,,,,,,,,,508.533,508.933,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,9,8,514,5,7,381,,,,NA,NA,NA,NA,NA,NA,NA,NA,529.187,530.245,NA,NA,519.476,519.526,NA,NA,
,,,,,1,708,,,,,,,,,,,,530.296,530.547,,,520.094,520.177,,,
,,,,,5,2005,,,,,,,,,,,,,,,,520.19,520.779,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,10,2,536,1,2,421,,,,545.125,545.855,544.286,544.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,,,545.867,545.931,,,,,,,,,,,,,
34,1,2,0,2,2,203,608,random,,-4.134,-4.103,-12.194,-11.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AVHZJ2HQJG3NB
,,,,,1,219,,,,-0.457,0.71,-9.907,-7.877,,,,,,,,,,,,,
,,,,,,,,,,12.283,13.106,-4.088,-3.673,,,,,,,,,,,,,
,,,,,,,,,,15.049,16.061,-0.699,-0.644,,,,,,,,,,,,,
,2,2,34,2,1,753,,,,NA,NA,54.281,54.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,3,8,73,1,8,176,,,,96.77,101.255,104.05,104.254,NA,NA,113.278,113.314,89.712,91.462,82.216,89.046,91.462,96.77,60.959,73.187,
,,,,,6,482,,,,103.524,104.05,105.541,109.18,,,113.858,114.786,101.322,102.59,,,101.26,101.316,73.344,82.216,
,,,,,5,260,,,,104.409,105.441,,,,,120.08,120.791,,,,,102.611,102.752,,,
,,,,,7,492,,,,109.541,111.318,,,,,,,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,4,8,137,5,1,1490,,,,NA,NA,NA,NA,184.781,186.424,NA,NA,165.486,171.137,186.476,186.726,176.064,180.516,NA,NA,
,,,,,2,149,,,,,,,,186.842,187.515,,,171.377,171.4,187.515,189.336,,,,,
,,,,,5,1528,,,,,,,,,,,,171.549,171.99,189.39,190.362,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,5,2,207,1,1,177,,,,208.456,208.643,236.838,236.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,211,,,,217.091,222.278,237.079,237.141,,,,,,,,,,,,,
,,,,,,,,,,236.606,236.816,237.319,237.863,,,,,,,,,,,,,
,,,,,,,,,,244.053,245.177,243.539,243.633,,,,,,,,,,,,,
,,,,,,,,,,,,245.287,245.692,,,,,,,,,,,,,
,6,2,262,2,2,312,,,,299.258,299.471,311.882,313.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1004,,,,299.487,299.493,319.391,321.56,,,,,,,,,,,,,
,,,,,,,,,,322.158,322.213,,,,,,,,,,,,,,,
,7,8,339,1,3,734,,,,391.84,393.922,396.068,396.081,NA,NA,397.578,398.573,NA,NA,NA,NA,NA,NA,396.097,397.578,
,,,,,6,860,,,,395.298,395.728,,,,,,,,,,,,,,,
,,,,,5,532,,,,395.733,396.047,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,8,2,415,1,1,835,,,,451.497,453.095,440.435,443.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,453.127,454.281,444.048,451.497,,,,,,,,,,,,,
,,,,,,,,,,454.353,454.757,454.77,456.103,,,,,,,,,,,,,
,9,2,473,1,2,1394,,,,566.635,566.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,708,,,,566.883,566.945,,,,,,,,,,,,,,,
,,,,,,,,,,567.535,567.902,,,,,,,,,,,,,,,
,,,,,,,,,,567.954,568.181,,,,,,,,,,,,,,,
,10,8,585,5,6,184,,,,588.367,589.685,587.753,588.063,588.064,588.24,586.576,587.657,582.7,586.576,573.348,573.434,587.677,587.737,NA,NA,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
35,1,2,0,2,1,219,548,random,,11.058,11.074,31.541,31.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A37EC6JJ8SSJ2J
,,,,,2,203,,,,31.441,31.49,35.395,38.73,,,,,,,,,,,,,
,2,2,37,1,2,439,,,,90.956,91.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,753,,,,91.539,92.423,,,,,,,,,,,,,,,
,,,,,,,,,,92.507,92.557,,,,,,,,,,,,,,,
,3,2,91,2,1,168,,,,107.319,112.24,117.777,118.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,139,,,,117.36,117.397,,,,,,,,,,,,,,,
,4,2,117,1,1,1490,,,,174.657,175.374,177.676,177.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,149,,,,175.674,176.559,,,,,,,,,,,,,,,
,5,8,176,8,1,177,,,,NA,NA,229.402,229.936,229.017,229.352,NA,NA,NA,NA,NA,NA,NA,NA,226.483,227.42,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,6,8,230,8,8,301,,,,NA,NA,NA,NA,280.21,280.259,NA,NA,280.393,280.743,NA,NA,NA,NA,276.841,278.276,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,7,8,279,2,2,302,,,,NA,NA,323.198,324.183,325.997,326.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,8,8,325,2,7,108,,,,NA,NA,461.291,461.998,NA,NA,NA,NA,NA,NA,478.354,478.654,NA,NA,NA,NA,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,9,8,478,3,3,435,,,,NA,NA,NA,NA,485.277,485.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,7,381,,,,,,,,498.854,499.839,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,10,2,508,1,2,421,,,,534.566,534.616,514.767,514.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,545.826,546.744,533.665,534.566,,,,,,,,,,,,,
,,,,,,,,,,547.427,547.46,,,,,,,,,,,,,,,
36,1,8,0,4,8,403,637,random,,NA,NA,NA,NA,NA,NA,112.664,114.079,NA,NA,NA,NA,NA,NA,49.047,54.847,A22KRF782ELLB0
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,7,229,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,,,,,6,298,,,,,,,,,,,,,,,,,,,,
,2,8,126,1,8,330,,,,210.127,212.515,212.515,213.198,NA,NA,NA,NA,197.215,198.551,213.198,215.152,181.856,183.64,NA,NA,
,,,,,7,1203,,,,,,,,,,,,198.567,198.711,,,183.855,184.023,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,3,8,199,6,2,139,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.256,284.895,223.849,223.911,NA,NA,
,,,,,8,176,,,,,,,,,,,,,,,,237.727,237.863,,,
,,,,,7,492,,,,,,,,,,,,,,,,242.911,243.199,,,
,,,,,1,168,,,,,,,,,,,,,,,,243.231,243.647,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,4,2,268,1,1,1490,,,,309.215,309.52,336.959,337.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,149,,,,323.719,324.111,,,,,,,,,,,,,,,
,,,,,,,,,,324.135,324.151,,,,,,,,,,,,,,,
,,,,,,,,,,324.759,325.207,,,,,,,,,,,,,,,
,,,,,,,,,,336.879,336.919,,,,,,,,,,,,,,,
,5,8,320,6,2,211,,,,419.736,419.755,362.423,362.927,419.323,419.688,NA,NA,NA,NA,415.824,416.784,416.911,416.975,NA,NA,
,,,,,4,300,,,,,,365.375,366.063,,,,,,,416.8,416.895,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,6,2,403,1,2,312,,,,472.36,473.144,477.223,480.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1004,,,,473.511,477.143,483.319,483.439,,,,,,,,,,,,,
,,,,,,,,,,480.951,483.135,483.768,486.927,,,,,,,,,,,,,
,,,,,,,,,,487.063,487.975,487.007,487.039,,,,,,,,,,,,,
,7,2,471,1,1,739,,,,521.712,523.12,523.802,524.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,523.192,523.791,524.343,530.399,,,,,,,,,,,,,
,8,2,513,2,2,4415,,,,569.205,574.064,562.581,568.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,835,,,,579.751,580.364,577.871,578.007,,,,,,,,,,,,,
,,,,,,,,,,,,578.175,578.799,,,,,,,,,,,,,
,9,2,563,2,2,1394,,,,595.914,600.814,617.165,617.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,708,,,,603.943,617.164,618.898,620.359,,,,,,,,,,,,,
,,,,,,,,,,622.175,622.506,621.512,622.159,,,,,,,,,,,,,
,10,2,605,2,1,1713,,,,642.072,642.511,650.048,650.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,421,,,,642.637,642.652,650.895,652.464,,,,,,,,,,,,,
,,,,,,,,,,,,652.663,652.687,,,,,,,,,,,,,
,,,,,,,,,,,,652.695,652.871,,,,,,,,,,,,,
37,1,2,0,2,2,203,640,random,,40.609,40.738,-0.604,-0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A347XXV5JH19PB
,,,,,1,219,,,,,,1.504,1.932,,,,,,,,,,,,,
,,,,,,,,,,,,10.893,17.734,,,,,,,,,,,,,
,,,,,,,,,,,,18.069,28.256,,,,,,,,,,,,,
,,,,,,,,,,,,39.418,40.577,,,,,,,,,,,,,
,2,8,50,7,7,1203,,,,86.593,90.074,91.413,92.681,82.74,86.593,102.568,108.191,92.681,93.415,70.53,82.74,65.546,70.427,NA,NA,
,,,,,6,1265,,,,101.14,101.585,101.585,101.93,96.206,97.184,108.962,109.977,93.79,95.891,97.184,98.246,98.246,98.601,,,
,,,,,3,1347,,,,,,,,100.791,101.14,,,101.93,102.568,100.278,100.791,99.129,99.985,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,5,919,,,,,,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,3,8,120,4,4,171,,,,271.055,271.428,263.625,271.055,274.353,281.007,118.393,120.877,281.007,282.176,250.749,263.625,234.298,250.466,271.633,274.353,
,,,,,7,492,,,,,,,,,,230.442,233.021,,,,,,,,,
,,,,,6,482,,,,,,,,,,233.092,233.204,,,,,,,,,
,,,,,2,139,,,,,,,,,,233.336,233.987,,,,,,,,,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
