Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Total Experiment Time (Seconds),How Answers/Scores Ordered,Number of Characters in Each Answer,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,12
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,19
,,,,,1,,,753,,,,,,,,,,,,,,,,,,,13
,,,,,5,,,919,,,,,,,,,,,,,,,,,,,15
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,10
,,,,,3,,,1347,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,78,7,2,,Random Score,139,,85.262,85.452,,,106.801,107.785,108.02,108.578,83.789,84.334,84.334,85.262,109.167,109.623,85.886,88.038,,4
,,,,,5,,,260,,105.06,105.113,,,,,,,109.646,110.063,108.578,109.013,110.589,110.72,105.362,105.438,,20
,,,,,7,,,492,,,,,,,,,,,,112.818,112.927,111.515,112.248,105.963,106.801,,2
,,,,,6,,,482,,,,,,,,,,,,,,112.388,112.818,107.785,108.02,,20
,,,,,4,,,171,,,,,,,,,,,,,,,,,,,18
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,24
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,12
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2,114,1,1,,Random Score,1490,,208.996,210.416,212.167,212.728,,,,,,,,,,,,,,81
,,,,,2,,,149,,212.728,216.11,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,217,2,1,,Random Score,177,,,,226.118,226.57,,,,,,,,,,,,,,16
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,77
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,226,1,6,,Random Score,985,,237.606,238.092,295.428,295.606,,,295.102,295.427,237.393,237.501,235.268,235.855,295.606,297.096,235.856,237.336,,19
,,,,,8,,,301,,238.392,239.097,,,,,,,,,,,,,293.832,293.896,,14
,,,,,5,,,30,,294.548,295.102,,,,,,,,,,,,,,,,16
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,13
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,24
,,,,,3,,,152,,,,,,,,,,,,,,,,,,,19
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,21
,,,,,7,,,1192,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,2,297,2,1,,Random Score,739,,,,315.929,316.273,,,,,,,,,,,,,,92
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,8,316,2,4,,Random Score,1531,,342.248,343.532,344.599,345.272,340.147,341.873,338.228,339.371,,,339.397,339.646,384.095,386.589,351.719,353.24,,4
,,,,,6,,,333,,,,374.4,375.158,,,367.272,367.975,,,,,,,,,,21
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,1
,,,,,1,,,835,,,,,,,,,,,,,,,,,,,14
,,,,,2,,,4415,,,,,,,,,,,,,,,,,,,19
,,,,,8,,,1027,,,,,,,,,,,,,,,,,,,18
,,,,,5,,,542,,,,,,,,,,,,,,,,,,,0
,,,,,7,,,108,,,,,,,,,,,,,,,,,,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,388,3,5,,Random Score,2005,,,,,,410.249,411.299,,,402.734,403.237,414.375,414.404,405.751,406.802,,,,19
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,2
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,2
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,15
,,,,,3,,,435,,,,,,,,,,,,,,,,,,,4
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,21
,,,,,4,,,826,,,,,,,,,,,,,,,,,,,17
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,415,2,2,,Random Score,421,,438.079,441.454,437.494,438.021,,,,,,,,,,,,,,26
,,,,,1,,,1713,,443.502,445.252,442.304,442.978,,,,,,,,,,,,,,76
,,,,,,,,,,,,443.315,443.426,,,,,,,,,,,,,,
24,1,2,0,1,2,325,Random Score,203,,6.667,7.345,7.445,16.786,,,,,,,,,,,,,A2RWG1BDW949U1,86
,,,,,1,,,219,,19.311,19.917,17.952,17.955,,,,,,,,,,,,,,76
,,,,,,,,,,20.458,20.577,18.38,18.694,,,,,,,,,,,,,,
,,,,,,,,,,20.945,21.043,,,,,,,,,,,,,,,,
,2,2,24,2,2,,Random Score,439,,49.794,61.371,44.75,49.794,,,,,,,,,,,,,,78
,,,,,1,,,753,,62.898,62.966,62.997,64.969,,,,,,,,,,,,,,36
,,,,,,,,,,66.517,67.13,65.352,65.465,,,,,,,,,,,,,,
,3,2,70,1,1,,Random Score,168,,82.336,84.319,,,,,,,,,,,,,,,,74
,,,,,2,,,139,,85.489,85.633,,,,,,,,,,,,,,,,96
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,90,7,1,,Random Score,1490,,,,,,,,,,,,128.564,129.033,114.525,126.104,,,,3
,,,,,7,,,2010,,,,,,,,,,,,,,126.573,127.058,,,,24
,,,,,2,,,149,,,,,,,,,,,,,,127.292,128.564,,,,12
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,4
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,24
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,10
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,13
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,133,7,6,,Random Score,325,,,,,,,,166.55,166.984,162.184,166.55,,,158.365,158.465,,,,17
,,,,,8,,,199,,,,,,,,,,,,,,159.985,160.782,,,,11
,,,,,7,,,426,,,,,,,,,,,,,,161.164,162.184,,,,7
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,8
,,,,,1,,,177,,,,,,,,,,,,,,,,,,,0
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,11
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,12
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,170,6,7,,Random Score,1192,,,,,,,,,,,,202.737,204.388,,,,,,0
,,,,,3,,,152,,,,,,,,,,,,207.087,207.548,,,,,,25
,,,,,2,,,312,,,,,,,,,,,,207.721,208.823,,,,,,12
,,,,,8,,,301,,,,,,,,,,,,,,,,,,,25
,,,,,5,,,30,,,,,,,,,,,,,,,,,,,23
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,13
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,16
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,212,8,8,,Random Score,2848,,,,,,,,,,,,,,,,221.169,232.956,,10
,,,,,3,,,734,,,,,,,,,,,,,,,,234.332,235.392,,7
,,,,,2,,,302,,,,,,,,,,,,,,,,235.71,235.722,,19
,,,,,7,,,195,,,,,,,,,,,,,,,,245.576,246.766,,19
,,,,,4,,,1012,,,,,,,,,,,,,,,,,,,16
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,11
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,15
,,,,,6,,,860,,,,,,,,,,,,,,,,,,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,250,2,2,,Random Score,4415,,,,254.913,255.008,,,,,,,,,,,,,,24
,,,,,1,,,835,,,,255.808,256.222,,,,,,,,,,,,,,98
,,,,,,,,,,,,256.291,258.225,,,,,,,,,,,,,,
,9,2,262,2,2,,Random Score,1394,,290.094,291.658,273.954,287.442,,,,,,,,,,,,,,80
,,,,,1,,,708,,,,287.841,288.256,,,,,,,,,,,,,,99
,,,,,,,,,,,,288.394,290.094,,,,,,,,,,,,,,
,10,2,295,2,2,,Random Score,421,,306.699,312.865,306.162,306.699,,,,,,,,,,,,,,44
,,,,,1,,,1713,,316.661,317.118,317.142,318.153,,,,,,,,,,,,,,97
,,,,,,,,,,319.596,320.027,318.61,319.595,,,,,,,,,,,,,,
25,1,2,0,1,2,431,Random Score,203,,29.055,31.229,2.286,3.834,,,,,,,,,,,,,A1BAPMRIU7SGSP,21
,,,,,1,,,219,,,,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8,32,4,1,,Random Score,753,,,,,,,,114.957,115.075,,,96.009,96.76,,,,,,1
,,,,,8,,,330,,,,,,,,115.359,118.956,,,,,,,,,,23
,,,,,2,,,439,,,,,,,,,,,,,,,,,,,6
,,,,,6,,,1265,,,,,,,,,,,,,,,,,,,23
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,2
,,,,,5,,,919,,,,,,,,,,,,,,,,,,,2
,,,,,3,,,1347,,,,,,,,,,,,,,,,,,,24
,,,,,4,,,204,,,,,,,,,,,,,,,,,,,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,120,2,1,,Random Score,168,,,,144.077,144.945,,,,,,,,,,,,,,5
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,84
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,8,145,4,2,,Random Score,149,,205.86,206.01,,,,,201.159,201.829,178.095,179.216,,,,,,,,14
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,18
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,15
,,,,,5,,,1528,,,,,,,,,,,,,,,,,,,9
,,,,,8,,,131,,,,,,,,,,,,,,,,,,,2
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,5
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,2
,,,,,1,,,1490,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,8,206,2,1,,Random Score,177,,208.842,208.92,247.841,248.109,,,,,,,,,,,,,,2
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,20
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,22
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,4
,,,,,8,,,199,,,,,,,,,,,,,,,,,,,19
,,,,,3,,,588,,,,,,,,,,,,,,,,,,,22
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,5
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,2,253,2,1,,Random Score,1004,,,,273.3,274.27,,,,,,,,,,,,,,62
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,275,3,3,,Random Score,734,,,,,,308.388,309.108,,,330.484,330.969,,,,,,,,11
,,,,,7,,,195,,,,,,,,,,,,,,,,,,,9
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,10
,,,,,6,,,860,,,,,,,,,,,,,,,,,,,20
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,1
,,,,,8,,,2848,,,,,,,,,,,,,,,,,,,9
,,,,,4,,,1012,,,,,,,,,,,,,,,,,,,12
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,332,2,2,,Random Score,4415,,,,363.334,365.274,,,,,,,,,,,,,,17
,,,,,1,,,835,,,,365.975,366.746,,,,,,,,,,,,,,83
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,377,2,1,,Random Score,708,,,,393.456,394.208,,,,,,,,,,,,,,40
,,,,,2,,,1394,,,,394.225,394.342,,,,,,,,,,,,,,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,395,2,2,,Random Score,421,,417.673,417.84,419.848,421.185,,,,,,,,,,,,,,9
,,,,,1,,,1713,,418.057,418.279,,,,,,,,,,,,,,,,6
,,,,,,,,,,426.637,426.888,,,,,,,,,,,,,,,,
26,1,2,0,1,1,1619,Random Score,219,,31.278,33.8,39.659,43.83,,,,,,,,,,,,,A1JLYIQ4HT4KQC,35
,,,,,2,,,203,,46.468,46.911,75.129,75.163,,,,,,,,,,,,,,52
,,,,,,,,,,51.302,52.85,,,,,,,,,,,,,,,,
,,,,,,,,,,57.497,58.363,,,,,,,,,,,,,,,,
,,,,,,,,,,58.747,66.868,,,,,,,,,,,,,,,,
,,,,,,,,,,68.047,74.063,,,,,,,,,,,,,,,,
,2,8,77,6,3,,Random Score,1347,,357.919,366.101,366.184,378.384,340.73,347.737,348.792,355.237,419.796,428.142,379.46,387.068,428.183,433.605,433.605,435.02,,20
,,,,,4,,,204,,440.357,441.765,405.033,405.822,442.465,447.994,450.378,451.082,581.271,582.007,405.822,418.646,435.02,436.319,582.541,582.708,,11
,,,,,1,,,753,,451.082,474.414,439.2,440.357,449.545,450.378,,,,,436.319,439.2,582.007,582.491,,,,16
,,,,,2,,,439,,,,476.236,476.948,,,,,,,578.21,581.271,,,,,,14
,,,,,6,,,1265,,,,489.096,489.414,,,,,,,,,,,,,,1
,,,,,5,,,919,,,,,,,,,,,,,,,,,,,2
,,,,,7,,,1203,,,,,,,,,,,,,,,,,,,21
,,,,,8,,,330,,,,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,584,7,7,,Random Score,492,,655.29,656.059,,,686.78,690.388,690.472,690.556,684.459,686.78,640.318,645.333,603.618,628.665,670.073,680.69,,20
,,,,,6,,,482,,,,,,,,,,,,,,635.792,639.334,,,,17
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,0
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,20
,,,,,8,,,176,,,,,,,,,,,,,,,,,,,10
,,,,,5,,,260,,,,,,,,,,,,,,,,,,,14
,,,,,3,,,280,,,,,,,,,,,,,,,,,,,20
,,,,,4,,,171,,,,,,,,,,,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2,692,1,2,,Random Score,149,,724.058,727.054,722.804,724.057,,,,,,,,,,,,,,12
,,,,,1,,,1490,,871.994,877.115,796.62,798.399,,,,,,,,,,,,,,15
,,,,,,,,,,877.418,881.148,,,,,,,,,,,,,,,,
,5,8,882,4,1,,Random Score,177,,933.578,934.406,1036.21,1036.6,939.961,940.429,1034.06,1034.71,1036.6,1039.64,1039.64,1040.09,987.727,989.764,934.406,935.831,,6
,,,,,8,,,199,,,,,,961.136,986.019,1034.78,1034.79,,,,,,,940.678,943.664,,17
,,,,,3,,,588,,,,,,,,1035.77,1036.21,,,,,,,955.537,957.334,,8
,,,,,7,,,426,,,,,,,,,,,,,,,,,,,11
,,,,,4,,,300,,,,,,,,,,,,,,,,,,,14
,,,,,2,,,211,,,,,,,,,,,,,,,,,,,11
,,,,,5,,,4414,,,,,,,,,,,,,,,,,,,2
,,,,,6,,,325,,,,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,8,1041,6,7,,Random Score,1192,,1131.17,1132.54,1135.09,1140.1,1081.89,1082.9,1066.99,1075.54,,,1140.1,1155.62,1058.47,1060.82,1075.54,1081.89,,25
,,,,,4,,,510,,1133.81,1135.09,,,1127.95,1130.74,1100.97,1115.21,,,1155.85,1159.49,1062.97,1066.99,1121.15,1124.44,,22
,,,,,8,,,301,,,,,,,,,,,,,,1086.22,1088.19,,,,4
,,,,,3,,,152,,,,,,,,,,,,,,1096.67,1100.97,,,,25
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,7
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,20
,,,,,5,,,30,,,,,,,,,,,,,,,,,,,4
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,2,1161,2,1,,Random Score,739,,1172.23,1176.4,1176.41,1187.18,,,,,,,,,,,,,,69
,,,,,2,,,302,,,,1187.32,1188.67,,,,,,,,,,,,,,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,8,1190,2,6,,Random Score,333,,1272.46,1274.65,1250.56,1257.09,,,1244.31,1250.56,1270.35,1272.46,1216.98,1218.58,1220.41,1220.76,1229.57,1243.39,,18
,,,,,7,,,108,,,,1257.58,1258.07,,,,,,,,,,,,,,6
,,,,,8,,,1027,,,,1258.32,1259.02,,,,,,,,,,,,,,0
,,,,,4,,,1531,,,,1259.82,1267.16,,,,,,,,,,,,,,23
,,,,,2,,,4415,,,,,,,,,,,,,,,,,,,10
,,,,,3,,,105,,,,,,,,,,,,,,,,,,,21
,,,,,5,,,542,,,,,,,,,,,,,,,,,,,12
,,,,,1,,,835,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,2,1276,2,2,,Random Score,1394,,1332.58,1337.13,1290.74,1292.51,,,,,,,,,,,,,,90
,,,,,1,,,708,,1337.63,1361.07,1299.41,1303.97,,,,,,,,,,,,,,45
,,,,,,,,,,1426.27,1426.74,1314.1,1326.28,,,,,,,,,,,,,,
,,,,,,,,,,,,1361.07,1363.78,,,,,,,,,,,,,,
,,,,,,,,,,,,1366.02,1368.56,,,,,,,,,,,,,,
,,,,,,,,,,,,1368.84,1369.53,,,,,,,,,,,,,,
,10,8,1428,5,1,,Random Score,1713,,1471.87,1472.64,1548.07,1550.15,1594.87,1596.45,1597.63,1601.38,1575.47,1575.96,1575.24,1575.47,1593.79,1594.87,1615.21,1615.83,,16
,,,,,2,,,421,,1528.25,1548.07,1554.07,1559.42,1602.93,1604.32,1615.83,1616.43,1589.65,1590.62,1592.45,1593.79,1604.32,1606.05,,,,25
,,,,,5,,,179,,1550.15,1554.07,1575.96,1576.34,1614.96,1615.2,,,1611.11,1613.35,1606.57,1609.05,1614.49,1614.96,,,,15
,,,,,6,,,184,,1576.34,1577.97,1587.58,1589.65,,,,,1613.38,1614.49,,,,,,,,16
,,,,,7,,,238,,1584.69,1587.58,,,,,,,,,,,,,,,,5
,,,,,3,,,469,,,,,,,,,,,,,,,,,,,11
,,,,,8,,,110,,,,,,,,,,,,,,,,,,,23
,,,,,4,,,516,,,,,,,,,,,,,,,,,,,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,2,0,2,2,242,Random Score,203,,10.62,17.703,4.632,5.221,,,,,,,,,,,,,A681XM15AN28F,53
,,,,,1,,,219,,40.817,41.086,5.907,6.733,,,,,,,,,,,,,,37
,,,,,,,,,,,,17.786,17.852,,,,,,,,,,,,,,
,,,,,,,,,,,,18.103,18.832,,,,,,,,,,,,,,
,,,,,,,,,,,,35.919,36.836,,,,,,,,,,,,,,
,,,,,,,,,,,,36.851,37.652,,,,,,,,,,,,,,
,,,,,,,,,,,,37.669,40.817,,,,,,,,,,,,,,
,2,2,41,1,2,,Random Score,439,,47.823,48.369,46.284,47.822,,,,,,,,,,,,,,39
,,,,,1,,,753,,70.176,70.864,48.404,48.535,,,,,,,,,,,,,,90
,,,,,,,,,,95.042,95.066,49.958,50.121,,,,,,,,,,,,,,
,,,,,,,,,,95.101,97.582,50.698,52.096,,,,,,,,,,,,,,
,,,,,,,,,,,,71.771,72.423,,,,,,,,,,,,,,
,,,,,,,,,,,,83.23,84.087,,,,,,,,,,,,,,
,,,,,,,,,,,,88.496,93.638,,,,,,,,,,,,,,
,3,2,97,2,2,,Random Score,139,,121.932,122.082,104.757,104.885,,,,,,,,,,,,,,41
,,,,,1,,,168,,,,115.015,115.371,,,,,,,,,,,,,,66
,,,,,,,,,,,,119.998,120.981,,,,,,,,,,,,,,
,,,,,,,,,,,,121.341,121.866,,,,,,,,,,,,,,
,4,8,121,5,8,,Random Score,131,,136.989,137.668,136.658,136.988,,,137.668,138.041,131.765,131.882,134.036,135.601,135.601,136.658,130.325,131.149,,22
,,,,,5,,,1528,,,,,,,,,,132.477,134.035,,,,,,,,14
,,,,,6,,,3146,,,,,,,,,,,,,,,,,,,12
,,,,,7,,,2010,,,,,,,,,,,,,,,,,,,5
,,,,,2,,,149,,,,,,,,,,,,,,,,,,,18
,,,,,3,,,466,,,,,,,,,,,,,,,,,,,2
,,,,,1,,,1490,,,,,,,,,,,,,,,,,,,6
,,,,,4,,,262,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,140,1,2,,Random Score,211,,150.984,150.998,149.166,150.867,,,,,,,,,,,,,,7
,,,,,1,,,177,,151.429,151.439,,,,,,,,,,,,,,,,23
,,,,,,,,,,151.48,151.514,,,,,,,,,,,,,,,,
,,,,,,,,,,151.83,152.863,,,,,,,,,,,,,,,,
,6,8,152,8,8,,Random Score,301,,163.484,163.884,,,162.767,163.084,160.657,161.351,164.244,164.513,163.084,163.484,161.351,162.767,158.906,160.657,,8
,,,,,4,,,510,,,,,,,,,,,,,,,,,,,3
,,,,,7,,,1192,,,,,,,,,,,,,,,,,,,5
,,,,,3,,,152,,,,,,,,,,,,,,,,,,,5
,,,,,6,,,985,,,,,,,,,,,,,,,,,,,6
,,,,,1,,,1004,,,,,,,,,,,,,,,,,,,16
,,,,,2,,,312,,,,,,,,,,,,,,,,,,,14
,,,,,5,,,30,,,,,,,,,,,,,,,,,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,8,164,7,6,,Random Score,860,,176.41,177.048,180.098,180.231,175.803,176.409,172.25,174.165,,,171.042,172.25,181.398,183.914,177.441,178.822,,16
,,,,,4,,,1012,,,,181.263,181.313,,,174.48,175.802,,,,,,,,,,9
,,,,,3,,,734,,,,183.98,184.198,,,,,,,,,,,,,,9
,,,,,1,,,739,,,,,,,,,,,,,,,,,,,23
,,,,,5,,,532,,,,,,,,,,,,,,,,,,,11
,,,,,8,,,2848,,,,,,,,,,,,,,,,,,,17
,,,,,7,,,195,,,,,,,,,,,,,,,,,,,11
,,,,,2,,,302,,,,,,,,,,,,,,,,,,,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,2,183,1,1,,Random Score,835,,189.018,189.381,191.034,193.163,,,,,,,,,,,,,,100
,,,,,2,,,4415,,189.714,191.034,,,,,,,,,,,,,,,,84
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,193,3,3,,Random Score,435,,204.894,205.788,200.879,201.721,226.731,228.061,214.865,215.805,213.603,214.865,201.721,202.588,223.236,223.787,202.971,204.894,,7
,,,,,2,,,1394,,213.243,213.603,225.389,226.731,228.277,229.076,217.054,219.573,219.573,221.091,223.787,225.389,,,205.788,213.243,,11
,,,,,6,,,1283,,221.091,221.449,229.077,229.311,,,231.401,231.711,230.995,231.401,,,,,221.449,223.236,,1
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,14
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,8
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,16
,,,,,5,,,2005,,,,,,,,,,,,,,,,,,,19
,,,,,4,,,826,,,,,,,,,,,,,,,,,,,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,231,2,1,,Random Score,1713,,236.158,238.73,238.73,240.561,,,,,,,,,,,,,,97
,,,,,2,,,421,,,,,,,,,,,,,,,,,,,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,2,0,2,2,578,Random Score,203,,,,12.912,13.694,,,,,,,,,,,,,AYCEN3UEH5JKN,95
,,,,,1,,,219,,,,22.08,22.431,,,,,,,,,,,,,,34
,,,,,,,,,,,,22.631,23.263,,,,,,,,,,,,,,
,,,,,,,,,,,,24.046,24.799,,,,,,,,,,,,,,
,2,2,20,1,2,,Random Score,439,,34.046,36.078,,,,,,,,,,,,,,,,54
,,,,,1,,,753,,36.596,37.113,,,,,,,,,,,,,,,,99
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,8,32,8,3,,Random Score,280,,,,244.554,244.622,231.599,231.856,244.492,244.521,243.191,244.22,235.268,235.356,242.017,243.19,238.822,238.939,,7
,,,,,6,,,482,,,,,,232.022,232.939,,,,,237.037,238.153,,,239.021,239.639,,3
,,,,,8,,,176,,,,,,233.105,234.804,,,,,239.723,240.267,,,240.267,240.67,,2
,,,,,7,,,492,,,,,,236.554,237.037,,,,,,,,,,,,3
,,,,,5,,,260,,,,,,,,,,,,,,,,,,,12
,,,,,1,,,168,,,,,,,,,,,,,,,,,,,2
,,,,,4,,,171,,,,,,,,,,,,,,,,,,,23
,,,,,2,,,139,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,2,240,1,2,,Random Score,149,,292.469,293.353,287.501,289.818,,,,,,,,,,,,,,42
,,,,,1,,,1490,,293.565,294.237,,,,,,,,,,,,,,,,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,2,289,1,1,,Random Score,177,,299.916,300.269,304.502,304.535,,,,,,,,,,,,,,35
,,,,,2,,,211,,300.718,300.787,,,,,,,,,,,,,,,,22
,,,,,,,,,,301.368,301.89,,,,,,,,,,,,,,,,
,,,,,,,,,,302.163,302.235,,,,,,,,,,,,,,,,
,,,,,,,,,,302.602,304.044,,,,,,,,,,,,,,,,
,,,,,,,,,,304.086,304.186,,,,,,,,,,,,,,,,
,6,2,300,1,2,,Random Score,312,,492.574,493.577,488.014,492.574,,,,,,,,,,,,,,23
,,,,,1,,,1004,,494.729,494.745,493.577,494.194,,,,,,,,,,,,,,35
,,,,,,,,,,495.369,495.427,494.426,494.677,,,,,,,,,,,,,,
,,,,,,,,,,495.744,496.511,,,,,,,,,,,,,,,,
,,,,,,,,,,498.18,498.277,,,,,,,,,,,,,,,,
,7,2,493,2,2,,Random Score,302,,507.86,510.02,510.259,510.377,,,,,,,,,,,,,,41
,,,,,1,,,739,,513.026,513.283,511.493,511.993,,,,,,,,,,,,,,83
,,,,,,,,,,,,512.193,513.026,,,,,,,,,,,,,,
,8,2,509,1,1,,Random Score,835,,538.863,541.254,541.254,545.292,,,,,,,,,,,,,,34
,,,,,2,,,4415,,,,,,,,,,,,,,,,,,,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,8,541,5,5,,Random Score,2005,,568.124,568.408,566.292,566.806,564.423,564.739,567.507,568.124,560.282,562.359,566.806,567.507,568.408,568.977,564.739,566.292,,4
,,,,,3,,,435,,,,,,,,,,563.041,564.423,,,,,,,,11
,,,,,8,,,1578,,,,,,,,,,,,,,,,,,,3
,,,,,2,,,1394,,,,,,,,,,,,,,,,,,,14
,,,,,6,,,1283,,,,,,,,,,,,,,,,,,,23
,,,,,4,,,826,,,,,,,,,,,,,,,,,,,14
,,,,,1,,,708,,,,,,,,,,,,,,,,,,,25
,,,,,7,,,381,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
