Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,8,1027,,,,,,412.197,413.835,,,,,,,,,,,,,,13
,,,,,1,835,,,,,,415.5,416.112,,,,,,,,,,,,,,10
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,10
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,2
,9,2,437,2,2,1394,,,,NA,NA,456.228,457.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,5
,10,8,465,3,3,469,,,,NA,NA,NA,NA,481.038,481.862,494.978,495.955,NA,NA,NA,NA,NA,NA,NA,NA,,21
,,,,,4,516,,,,,,,,502.909,503.465,,,,,,,,,,,,21
,,,,,1,1713,,,,,,,,503.709,503.994,,,,,,,,,,,,20
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,20
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,18
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,10
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,9
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,0
32,1,2,0,2,1,219,1224,random,,2.407,247.059,597.638,599.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A21SIPO89DP66I,49
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,5
,2,2,602,2,2,439,,,,653.187,653.223,649.029,649.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,90
,,,,,1,753,,,,,,650.373,651.154,,,,,,,,,,,,,,69
,3,2,656,1,2,139,,,,677.697,679.995,674.244,677.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,91
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,34
,4,2,682,1,2,149,,,,753.974,754.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,46
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,2
,5,2,758,1,1,177,,,,802,802.957,802.993,803.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,78
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,66
,6,2,806,2,1,1004,,,,808.523,821.558,832.112,833.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,65
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,19
,7,8,836,3,2,302,,,,NA,NA,NA,NA,969.963,970.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,16
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,16
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,11
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,10
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,6
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,2
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,0
,8,8,1006,2,4,1531,,,,NA,NA,1096.65,1097.09,NA,NA,NA,NA,NA,NA,NA,NA,1070.18,1070.63,NA,NA,,24
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,19
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,14
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,13
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,10
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,9
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,5
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,0
,9,2,1112,2,2,1394,,,,NA,NA,1131.28,1131.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,92
,,,,,1,708,,,,,,1131.61,1132.25,,,,,,,,,,,,,,88
,10,2,1163,1,1,1713,,,,1218.88,1220.44,1220.44,1220.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,89
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,46
33,1,2,0,2,2,203,534,random,,26.732,26.851,21.82,26.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A22ON3MIIG0IJA,100
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,70
,2,2,39,2,2,439,,,,78.516,78.963,76.82,78.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,6
,3,2,91,2,1,168,,,,102.656,102.796,103.037,103.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,15
,4,2,117,2,2,149,,,,158.369,158.971,157.469,157.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,96
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,4
,5,8,171,8,8,199,,,,234.947,234.986,NA,NA,184.271,184.517,NA,NA,205.471,205.617,203.164,204.376,234.855,234.902,182.691,183.532,,25
,,,,,3,588,,,,,,,,189.307,189.418,,,208.259,217.609,,,,,188.644,188.691,,24
,,,,,6,325,,,,,,,,194.958,203.164,,,,,,,,,,,,22
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,20
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,19
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,19
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,14
,,,,,1,177,,,,,,,,,,,,,,,,,,,,,0
,6,2,248,1,1,1004,,,,271.432,271.748,274.083,274.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,89
,,,,,2,312,,,,272.8,272.816,,,,,,,,,,,,,,,,9
,,,,,,,,,,272.816,274.026,,,,,,,,,,,,,,,,0
,7,2,287,2,2,302,,,,321.779,321.916,318.824,320.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,76
,,,,,1,739,,,,325.971,326.89,320.164,320.605,,,,,,,,,,,,,,8
,,,,,,,,,,,,321.157,321.257,,,,,,,,,,,,,,0
,,,,,,,,,,,,321.976,322.182,,,,,,,,,,,,,,0
,,,,,,,,,,,,322.475,325.971,,,,,,,,,,,,,,0
,8,2,339,1,1,835,,,,365.448,366.315,380.859,381.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,75
,,,,,2,4415,,,,384.684,385.373,381.638,382.403,,,,,,,,,,,,,,63
,,,,,,,,,,,,382.746,382.955,,,,,,,,,,,,,,0
,,,,,,,,,,,,383.416,383.428,,,,,,,,,,,,,,0
,,,,,,,,,,,,383.524,383.953,,,,,,,,,,,,,,0
,,,,,,,,,,,,386.155,388.26,,,,,,,,,,,,,,0
,9,2,401,2,1,708,,,,NA,NA,456.699,456.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,47
,,,,,2,1394,,,,,,456.994,457.498,,,,,,,,,,,,,,21
,,,,,,,,,,,,457.684,457.774,,,,,,,,,,,,,,0
,,,,,,,,,,,,457.79,462.619,,,,,,,,,,,,,,0
,10,8,475,1,6,184,,,,489.801,490.914,518.599,518.976,514.863,516.213,NA,NA,513.186,514.863,484.166,484.832,NA,NA,NA,NA,,20
,,,,,1,1713,,,,491.739,499.545,,,,,,,,,,,,,,,,18
,,,,,7,238,,,,503.618,508.456,,,,,,,,,,,,,,,,11
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,9
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,3
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,3
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,2
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,1
34,1,8,0,4,6,298,2077,random,,232.559,234.3,232.448,232.478,NA,NA,289.638,290.151,NA,NA,NA,NA,190.785,191.617,NA,NA,A24TBC5O58WZ2B,14
,,,,,7,229,,,,,,,,,,311.462,311.51,,,,,,,,,,13
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,11
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,10
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,9
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,4
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,4
,2,2,316,2,2,439,,,,692.271,692.703,497.915,500.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,56
,,,,,1,753,,,,,,500.964,500.98,,,,,,,,,,,,,,49
,,,,,,,,,,,,690.607,691.729,,,,,,,,,,,,,,0
,3,8,697,7,8,176,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151,1152.31,NA,NA,,25
,,,,,2,139,,,,,,,,,,,,,,,,1152.82,1155.88,,,,18
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,15
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,7
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,5
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,2
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,1
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,0
,4,8,1179,6,5,1528,,,,1356.19,1356.38,NA,NA,NA,NA,NA,NA,NA,NA,1353.41,1353.82,NA,NA,NA,NA,,24
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,18
,,,,,8,131,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,,11
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,11
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,1
,5,2,1361,1,1,177,,,,1388.21,1389.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,14
,6,8,1403,6,3,152,,,,1405.32,1405.35,NA,NA,NA,NA,NA,NA,NA,NA,1519.6,1520.52,NA,NA,NA,NA,,19
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,19
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,13
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,13
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,7
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,6
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,4
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,4
,7,8,1534,3,3,734,,,,NA,NA,NA,NA,1633.57,1635.46,NA,NA,NA,NA,NA,NA,NA,NA,1658.31,1658.38,,25
,,,,,7,195,,,,,,,,1635.61,1636.15,,,,,,,,,,,,16
,,,,,2,302,,,,,,,,1636.88,1637.55,,,,,,,,,,,,12
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,12
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,11
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,10
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,0
,8,8,1663,2,6,333,,,,1927.73,1928.12,1855.42,1856.69,NA,NA,1946.22,1947.01,NA,NA,NA,NA,1854.88,1855.42,1760.45,1767.27,,24
,,,,,8,1027,,,,1930.33,1930.65,1857.11,1867.69,,,,,,,,,,,1813.75,1854.88,,21
,,,,,3,105,,,,1934.36,1934.86,1868.11,1927.73,,,,,,,,,,,1931.16,1934.36,,21
,,,,,7,108,,,,,,1928.17,1929.38,,,,,,,,,,,,,,5
,,,,,1,835,,,,,,1929.42,1929.53,,,,,,,,,,,,,,4
,,,,,2,4415,,,,,,1934.86,1946.22,,,,,,,,,,,,,,3
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,2
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,1
,9,2,1952,2,1,708,,,,1951.49,1953.42,2009.96,2027.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,65
,,,,,2,1394,,,,1968.01,2009.96,2028.84,2028.93,,,,,,,,,,,,,,53
,,,,,,,,,,2027.78,2028.84,2029.6,2029.76,,,,,,,,,,,,,,0
,,,,,,,,,,,,2032.87,2034.12,,,,,,,,,,,,,,0
,,,,,,,,,,,,2034.19,2034.74,,,,,,,,,,,,,,0
,,,,,,,,,,,,2037.57,2037.69,,,,,,,,,,,,,,0
,10,2,2042,2,2,421,,,,2070.69,2070.72,2042.1,2042.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,69
,,,,,1,1713,,,,,,2064.47,2065.27,,,,,,,,,,,,,,7
35,1,2,0,2,2,203,956,random,,16.027,24.257,4.763,16.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A25D66AC4QUW2U,27
,,,,,1,219,,,,25.609,25.696,25.768,41.07,,,,,,,,,,,,,,11
,,,,,,,,,,54.625,55.173,54.044,54.092,,,,,,,,,,,,,,0
,,,,,,,,,,55.373,55.386,57.089,57.221,,,,,,,,,,,,,,0
,,,,,,,,,,55.783,55.798,57.406,57.791,,,,,,,,,,,,,,0
,,,,,,,,,,55.798,56.96,57.963,58.742,,,,,,,,,,,,,,0
,2,2,66,2,1,753,,,,84.967,119.942,123.356,137.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,54
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,3
,3,8,144,6,3,280,,,,NA,NA,NA,NA,157.126,168.804,214.261,214.309,168.804,181.067,222.154,227.464,190.742,205.923,219.436,220.447,,19
,,,,,5,260,,,,,,,,252.706,253.174,,,251.821,252.706,247.078,250.372,206.247,210.658,221.452,222.152,,16
,,,,,1,168,,,,,,,,,,,,264.524,264.765,266.119,268.028,264.765,265.414,250.373,251.308,,11
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,8
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,8
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,3
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,1
,4,2,277,1,1,1490,,,,299.536,320.617,336.172,336.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,95
,,,,,2,149,,,,328.996,333.963,,,,,,,,,,,,,,,,90
,,,,,,,,,,334.469,336.171,,,,,,,,,,,,,,,,0
,5,2,342,1,1,177,,,,345.469,367.967,342.02,343.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,100
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,10
,6,2,380,1,2,312,,,,380.078,381.844,381.844,382.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,64
,,,,,1,1004,,,,382.99,383.804,383.804,403.667,,,,,,,,,,,,,,55
,,,,,,,,,,406.382,418.448,632.601,634.549,,,,,,,,,,,,,,0
,,,,,,,,,,424.113,466.496,634.886,635.141,,,,,,,,,,,,,,0
,,,,,,,,,,545.293,548.209,,,,,,,,,,,,,,,,0
,,,,,,,,,,630.933,632.481,,,,,,,,,,,,,,,,0
,,,,,,,,,,635.253,635.864,,,,,,,,,,,,,,,,0
,,,,,,,,,,638.266,641.16,,,,,,,,,,,,,,,,0
,7,2,647,1,2,302,,,,695.062,714.054,681.063,685.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,61
,,,,,1,739,,,,744.541,746.823,714.054,717.767,,,,,,,,,,,,,,58
,,,,,,,,,,746.993,750.906,723.535,742.26,,,,,,,,,,,,,,0
,,,,,,,,,,751.351,751.382,742.657,743.126,,,,,,,,,,,,,,0
,,,,,,,,,,,,743.889,744.541,,,,,,,,,,,,,,0
,8,8,757,2,6,333,,,,807.117,811.764,793.006,801.419,846.403,846.916,806.035,807.117,773.299,787.761,NA,NA,811.764,815.364,787.761,793.005,,24
,,,,,5,542,,,,827.845,828.342,830.329,844.643,,,828.342,829.658,,,,,,,,,,16
,,,,,8,1027,,,,,,,,,,844.643,845.804,,,,,,,,,,16
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,13
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,12
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,0
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,0
,9,2,853,1,1,708,,,,864.863,874.857,874.857,892.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,64
,,,,,2,1394,,,,902.869,904.51,901.554,902.869,,,,,,,,,,,,,,31
,,,,,,,,,,904.594,905.194,913.362,914.18,,,,,,,,,,,,,,0
,,,,,,,,,,909.342,909.358,,,,,,,,,,,,,,,,0
,,,,,,,,,,909.427,913.362,,,,,,,,,,,,,,,,0
,10,2,920,2,2,421,,,,945.585,948.894,939.633,941.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,92
,,,,,1,1713,,,,,,943.626,945.585,,,,,,,,,,,,,,10
36,1,8,0,2,2,203,1040,random,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A26NR2II0PFY5B,25
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,10
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,9
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,7
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,6
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,2
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,0
,2,2,112,2,2,439,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,83
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,75
,3,2,189,2,2,139,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,91
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,72
,4,2,220,2,2,149,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,62
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,31
,5,8,294,2,1,177,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,21
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,21
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,17
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,5
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,5
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,0
,6,8,454,1,5,30,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,24
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,16
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,14
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,8
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,3
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,0
,7,8,588,3,3,734,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,25
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,15
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,14
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,12
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,6
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,4
,8,2,705,2,2,4415,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,74
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,33
,9,2,806,2,1,708,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,74
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,35
,10,8,896,1,4,516,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,24
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,23
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,19
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,19
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,16
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,13
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,5
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,5
37,1,2,0,1,1,219,474,random,,30.256,32.764,48.773,49.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A288TV72SGDQWE,87
,,,,,2,203,,,,33.019,33.83,51.518,51.652,,,,,,,,,,,,,,71
,,,,,,,,,,50.064,50.189,,,,,,,,,,,,,,,,0
,,,,,,,,,,50.727,51.429,,,,,,,,,,,,,,,,0
,2,8,54,4,8,330,,,,120.204,121.366,NA,NA,119.854,119.972,110.509,115.317,121.588,122.056,105.349,107.289,122.056,122.875,NA,NA,,22
,,,,,6,1265,,,,,,,,,,,,,,107.938,110.326,,,,,,21
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,19
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,17
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,12
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,9
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,3
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,2
,3,8,126,1,1,168,,,,128.269,128.601,157.128,157.148,157.442,157.476,157.393,157.405,157.214,157.342,157.503,158.293,153.08,154.087,NA,NA,,22
,,,,,7,492,,,,154.966,156.316,,,,,,,,,,,,,,,,22
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,19
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,18
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,17
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,3
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,1
,4,2,161,2,2,149,,,,198.109,198.656,197.071,198.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,71
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,40
,5,2,203,2,1,177,,,,204.568,204.857,224.94,225.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,66
,,,,,2,211,,,,,,226.028,226.039,,,,,,,,,,,,,,43
,6,8,229,4,4,510,,,,277.196,277.22,277.336,277.399,277.267,277.302,274.909,274.961,277.43,277.441,277.482,278.123,NA,NA,278.17,278.335,,25
,,,,,7,1192,,,,,,,,,,275.006,275.024,,,,,,,,,,22
,,,,,1,1004,,,,,,,,,,275.436,276.587,,,,,,,,,,21
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,21
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,15
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,13
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,6
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,1
,7,8,281,3,2,302,,,,341.15,341.401,NA,NA,338.766,339.362,NA,NA,NA,NA,340.74,341.013,341.051,341.116,341.447,342.367,,25
,,,,,3,734,,,,,,,,339.373,339.959,,,,,,,,,,,,24
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,21
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,20
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,19
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,10
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,8
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,6
,8,2,345,1,2,4415,,,,378.076,380.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,1
,9,2,383,1,1,708,,,,409.892,410.064,412.785,413.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,92
,,,,,2,1394,,,,410.548,410.56,,,,,,,,,,,,,,,,58
,,,,,,,,,,411.033,411.174,,,,,,,,,,,,,,,,0
,,,,,,,,,,411.656,412.337,,,,,,,,,,,,,,,,0
,10,8,416,8,5,179,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.035,470.141,466.979,467.26,467.314,467.491,,24
,,,,,1,1713,,,,,,,,,,,,,,,,,,467.746,467.87,,8
,,,,,2,421,,,,,,,,,,,,,,,,,,467.894,469.947,,7
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,6
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,4
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,2
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,2
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,2
38,1,8,0,2,7,229,725,random,,NA,NA,53.784,54.036,76.246,76.596,NA,NA,NA,NA,NA,NA,24.576,28.25,80.279,96.408,A28F1ZWZ9H0RHA,25
,,,,,5,451,,,,,,54.084,54.418,,,,,,,,,,,,,,23
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,22
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,18
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,10
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,7
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,6
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,4
,2,8,103,6,6,1265,,,,149.724,166.209,166.209,168.109,190.575,201.474,149.076,149.66,172.475,185.508,136.631,137.985,201.636,209.996,189.725,190.058,,23
,,,,,4,204,,,,,,,,,,,,,,139.244,139.662,,,,,,18
,,,,,1,753,,,,,,,,,,,,,,139.892,145.477,,,,,,17
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,12
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,11
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,5
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,4
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,3
